member_id,display_as,gender,party,party_simple,mp_final_relig,ass_suicide_2nd,ass_suicide_3rd,lgbt,ethnic_mp,relig_christian,relig_muslim,relig_jewish,relig_sikh,mp_swear,mp_swear_book,mp_inferred_relig,elected,majority,constituency_type,cen_claimant,cen_eth_white,cen_rel_christian,cen_rel_buddhist,cen_rel_hindu,cen_rel_jewish,cen_rel_muslim,cen_rel_sikh,cen_rel_no religion,cen_qual_none,cen_qual_grad,cen_disab_some
39,John Whittingdale,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.08822,County,2.63714,0.96029,0.502301,0.002781,0.003201,0.00193,0.005891,0.00082,0.423712,0.184589,0.264155,0.162079
40,Bernard Jenkin,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.01523,County,3.123604,0.939381,0.473548,0.003761,0.003853,0.00158,0.008522,0.001172,0.439523,0.179597,0.278164,0.190471
54,Julian Lewis,M,Conservative,Con,Jewish,No,TBC,No,No,0,0,0,0,Oath,Old Testament,Other Religion,Re-elected,0.120295,County,2.311711,0.966852,0.493869,0.002919,0.001917,0.001157,0.00304,0.000738,0.433919,0.159538,0.296505,0.180009
55,Desmond Swayne,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.08158,County,2.210983,0.968732,0.540397,0.003188,0.001294,0.001518,0.003694,0.000224,0.378173,0.162557,0.327644,0.191163
87,Roger Gale,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.032092,County,3.869399,0.953317,0.509726,0.004141,0.00405,0.00203,0.007464,0.00101,0.409827,0.205279,0.270221,0.213748
146,Barry Gardiner,M,Labour,Labour,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.047397,Borough,6.189848,0.255962,0.345797,0.010661,0.282634,0.006606,0.178909,0.008035,0.086556,0.224996,0.386693,0.108318
152,Iain Duncan Smith,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.064275,Borough,5.043087,0.628609,0.462623,0.005865,0.030278,0.015225,0.13322,0.008531,0.264414,0.1782,0.39382,0.137346
163,Stephen Timms,M,Labour,Labour,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.162373,Borough,9.545889,0.202786,0.268778,0.003182,0.097654,0.000725,0.471374,0.026108,0.071386,0.240824,0.336787,0.120274
165,Clive Efford,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.113938,Borough,4.631656,0.71338,0.478564,0.00893,0.025829,0.002454,0.054746,0.005968,0.355633,0.178109,0.400378,0.156982
172,Diane Abbott,F,Labour,Labour,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.1938,Borough,8.154139,0.551643,0.268466,0.006674,0.007474,0.126484,0.134672,0.008205,0.329136,0.187677,0.487649,0.137467
177,Gareth Thomas,M,Labour (Co-op),Labour,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.083127,Borough,5.722392,0.342376,0.353168,0.012761,0.242882,0.004836,0.17775,0.012184,0.117997,0.166551,0.452322,0.116767
178,John McDonnell,M,Independent,Independent,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.161696,Borough,7.088626,0.320422,0.325143,0.008948,0.118185,0.000854,0.19975,0.158454,0.132426,0.227291,0.321052,0.122437
185,Jeremy Corbyn,M,Independent,Independent,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.099476,Borough,6.304276,0.618699,0.337085,0.007967,0.00845,0.014432,0.124305,0.002659,0.414106,0.136069,0.575643,0.159615
188,Ed Davey,M,Liberal Democrat,Lib Dem,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.22281,Borough,3.562774,0.705169,0.425584,0.009417,0.0475,0.003935,0.069416,0.008183,0.358427,0.123653,0.4943,0.134637
193,Siobhain McDonagh,F,Labour,Labour,Catholic,No,TBC,No,No,1,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.24276,Borough,6.427527,0.520887,0.476342,0.008314,0.071387,0.001568,0.126929,0.003038,0.24026,0.181367,0.400504,0.131284
206,David Lammy,M,Labour,Labour,Christian,No,TBC,No,Yes,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.20333,Borough,9.631937,0.47028,0.409952,0.008725,0.011293,0.044314,0.158684,0.003882,0.252258,0.224444,0.411505,0.138505
221,Dan Norris,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.071986,County,1.791315,0.959308,0.458359,0.002721,0.001936,0.000848,0.00493,0.001277,0.462598,0.148002,0.322395,0.165779
227,Andrew George,M,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.197005,County,3.230479,0.964952,0.460562,0.004519,0.000486,0.000904,0.001842,0.000226,0.456585,0.157987,0.323761,0.217763
242,Christopher Chope,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.104911,County,2.582258,0.968684,0.541235,0.003418,0.001749,0.002793,0.00411,0.000477,0.37893,0.17586,0.294338,0.204229
249,Geoffrey Clifton-Brown,M,Conservative,Con,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.045859,County,1.988404,0.957964,0.537613,0.00326,0.003412,0.001419,0.003423,0.000997,0.386315,0.132015,0.397618,0.158012
345,Edward Leigh,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.046574,County,3.224583,0.969607,0.547135,0.002323,0.003048,0.000473,0.004025,0.001366,0.379509,0.181074,0.293123,0.205248
350,John Hayes,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.087368,County,3.005389,0.963482,0.580698,0.001809,0.002411,0.000639,0.004594,0.001133,0.340476,0.232495,0.213472,0.185402
373,David Davis,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.044692,County,2.247408,0.970776,0.550965,0.002302,0.002892,0.00089,0.006354,0.000967,0.373409,0.170214,0.321834,0.161804
394,Clive Betts,M,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.167997,Borough,5.658623,0.811267,0.41476,0.002056,0.002854,0.000634,0.124514,0.001191,0.397878,0.252002,0.223539,0.207364
400,John Healey,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.099923,County,4.070179,0.967579,0.51603,0.001591,0.001284,0.000308,0.007553,0.001156,0.416446,0.248981,0.212694,0.223329
410,Jon Trickett,M,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.088069,County,3.288938,0.968542,0.51599,0.001689,0.001544,0.000408,0.006223,0.001146,0.416777,0.268452,0.219573,0.217692
413,Hilary Benn,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.1485,Borough,8.891656,0.678881,0.426666,0.003722,0.011697,0.00119,0.120765,0.004663,0.372425,0.252675,0.285096,0.168197
415,Fabian Hamilton,M,Labour,Labour,Jewish,Yes,TBC,No,No,0,0,1,0,Affirm,No text,None,Re-elected,0.229174,Borough,4.867555,0.637398,0.362861,0.004835,0.023737,0.041131,0.135538,0.043429,0.326742,0.146971,0.481534,0.154284
420,Yvette Cooper,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.088853,County,3.77471,0.964769,0.4934,0.002507,0.001962,0.000268,0.00545,0.001169,0.437885,0.260999,0.215525,0.209208
429,Derek Twigg,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.234104,County,4.146684,0.961119,0.648085,0.002154,0.00315,0.000368,0.005834,0.000855,0.289135,0.212932,0.252447,0.209549
449,Graham Stringer,M,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.141765,Borough,7.874414,0.633007,0.512001,0.0041,0.004271,0.010854,0.163151,0.005246,0.247354,0.255449,0.270867,0.189246
473,Mark Hendrick,M,Labour (Co-op),Labour,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.068359,Borough,6.275511,0.701219,0.440888,0.003117,0.029684,0.000528,0.181504,0.007152,0.276356,0.212081,0.287897,0.18825
483,Maria Eagle,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.290176,Borough,4.132347,0.911075,0.62347,0.003029,0.007981,0.007683,0.018713,0.001435,0.284908,0.2138,0.343791,0.214242
491,Angela Eagle,F,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.24292,Borough,4.406994,0.956477,0.52006,0.002779,0.003764,0.000788,0.007684,0.00085,0.404594,0.192052,0.2706,0.24559
529,Alan Campbell,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.211151,Borough,3.461404,0.951371,0.4682,0.002887,0.002331,0.000682,0.013312,0.001974,0.458888,0.156514,0.375014,0.194535
632,Douglas Alexander,M,Labour (Co-op),Labour,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.175798,County,2.441095,0.972053,0.349737,0.002029,0.001527,0.000646,0.007174,0.000738,0.576681,0.145536,0.348289,0.222425
1171,Liam Byrne,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.020145,Borough,11.47423,0.496627,0.321757,0.001586,0.003524,0.000491,0.374859,0.004072,0.233781,0.294951,0.20448,0.184382
1211,Andrew Mitchell,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.034328,Borough,2.792755,0.814438,0.524937,0.00363,0.022641,0.001148,0.040079,0.035073,0.314178,0.147568,0.412212,0.15929
1383,Mark Tami,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.116031,County,2.948341,0.972647,0.509821,0.002557,0.002567,0.000362,0.005525,0.000196,0.410432,0.190076,0.274378,0.184082
1409,Gregory Campbell,M,Democratic Unionist Party,NI,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.002364,County,3.745273,0.984296,0.828462,0.000842,0.0006,0,0.002004,0,0.150064,0.255905,0.299487,0.254161
1440,Pete Wishart,M,Scottish National Party,Nats,None,Abstain,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.053416,County,2.514788,0.963009,0.384758,0.003953,0.002271,0.000501,0.007679,0.000393,0.530545,0.142048,0.359573,0.226122
1442,Alistair Carmichael,M,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,1,0,0,0,Oath,No text,None,Re-elected,0.228035,County,1.56804,0.979772,0.332762,0.003048,0.000378,0.000489,0.001735,6.67E-05,0.596094,0.161203,0.307612,0.228873
1444,Mark Francois,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.073404,County,2.172896,0.950405,0.485912,0.002155,0.004964,0.002984,0.006259,0.000777,0.441311,0.188568,0.228976,0.154823
1446,Chris Bryant,M,Labour,Labour,Christian,Abstain,TBC,Yes,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.104574,County,3.874889,0.976586,0.31371,0.001819,0.001419,0.00032,0.003837,0.000889,0.613379,0.280289,0.218847,0.253855
1447,Andrew Rosindell,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.020061,Borough,5.109159,0.724309,0.511001,0.004434,0.028772,0.007445,0.075233,0.019877,0.292138,0.192614,0.308928,0.14255
1466,Andrew Murrison,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.044381,County,2.682782,0.950556,0.483608,0.004178,0.002961,0.000928,0.008841,0.00098,0.430533,0.167638,0.285659,0.187194
1482,Graham Stuart,M,Conservative,Con,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.001722,County,2.348374,0.9779,0.527529,0.00276,0.001989,0.000827,0.004,0.00048,0.398206,0.170831,0.316663,0.185616
1489,Dawn Butler,F,Labour,Labour,Christian,No,TBC,No,Yes,1,0,0,0,Affirm,No text,None,Re-elected,0.168246,Borough,9.780946,0.379868,0.414843,0.008765,0.064039,0.013701,0.272216,0.002119,0.143423,0.223213,0.385986,0.132072
1491,Kerry McCarthy,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.087016,Borough,4.741023,0.765072,0.318777,0.004588,0.005833,0.001399,0.109915,0.005733,0.479093,0.177245,0.373844,0.173219
1506,Andrew Gwynne,M,Labour (Co-op),Labour,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.175278,Borough,9.01084,0.56557,0.38999,0.003272,0.00497,0.000712,0.283851,0.003175,0.26304,0.245933,0.275118,0.182725
1508,Geoffrey Cox,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.052859,County,2.625369,0.981978,0.494212,0.003363,0.000513,0.000953,0.001697,0.000283,0.42624,0.177686,0.285031,0.212249
1510,Ed Miliband,M,Labour,Labour,Jewish,Yes,TBC,No,No,0,0,1,0,Affirm,No text,None,Re-elected,0.130822,County,4.519203,0.96748,0.495192,0.002409,0.002688,0.0003,0.004725,0.001499,0.437061,0.254209,0.210295,0.211039
1512,David Mundell,M,Conservative,Con,Christian,No,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.058999,County,2.60647,0.983917,0.393656,0.003262,0.000399,0.000719,0.002361,0.000228,0.530061,0.196549,0.295583,0.255883
1516,Andy Slaughter,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.201555,Borough,5.164842,0.633485,0.433439,0.010531,0.014609,0.007821,0.116028,0.004087,0.32315,0.114249,0.584037,0.126455
1521,Sharon Hodgson,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.097405,Borough,4.260992,0.969586,0.518279,0.00129,0.001565,0.000486,0.00662,0.003585,0.422163,0.23066,0.2234,0.232887
1524,Meg Hillier,F,Labour (Co-op),Labour,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.188267,Borough,7.389219,0.5045,0.344279,0.011435,0.008014,0.011674,0.133332,0.006139,0.394113,0.152937,0.545281,0.149613
1533,Diana Johnson,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.141857,Borough,5.873713,0.895066,0.418601,0.003394,0.002632,0.000502,0.045758,0.001065,0.458091,0.219984,0.26748,0.188324
1536,Emily Thornberry,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.208508,Borough,6.124432,0.623885,0.355299,0.008572,0.011341,0.010901,0.113966,0.003096,0.404973,0.137948,0.562205,0.161915
1541,Nia Griffith,F,Labour,Labour,None,No,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.021024,County,3.508366,0.972632,0.455682,0.00269,0.001871,0.0005,0.00487,0.001053,0.468048,0.207192,0.292581,0.237506
1548,Jessica Morden,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.117484,County,5.773982,0.838837,0.412063,0.002643,0.004006,0.000427,0.087514,0.001835,0.42915,0.239948,0.279029,0.203866
1560,Jeremy Wright,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.087743,County,1.924988,0.929827,0.534003,0.003139,0.008797,0.001367,0.007719,0.008936,0.374247,0.118577,0.435284,0.149944
1572,Jeremy Hunt,M,Conservative,Con,Christian,Yes,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.011752,County,2.061373,0.938091,0.526493,0.004706,0.00482,0.002301,0.009069,0.00115,0.387231,0.124607,0.441698,0.141304
1576,Mark Pritchard,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.011185,County,3.075134,0.889607,0.51978,0.003858,0.004661,0.000526,0.036902,0.012571,0.359464,0.176837,0.296651,0.185551
1579,Mary Creagh,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.153392,Borough,7.860285,0.611598,0.444129,0.002367,0.037436,0.000769,0.134333,0.054793,0.2682,0.242353,0.261765,0.173036
1587,Pat McFadden,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.118596,Borough,8.325086,0.631812,0.417405,0.002664,0.035266,0.000342,0.053688,0.11607,0.308676,0.292542,0.20797,0.190503
1591,Tim Farron,M,Liberal Democrat,Lib Dem,Christian,No,TBC,No,No,1,0,0,0,Affirm,No text,None,Re-elected,0.298102,County,1.617758,0.977564,0.55512,0.00374,0.000671,0.000803,0.002937,0.000165,0.368658,0.148911,0.369945,0.172027
1593,Sammy Wilson,M,Democratic Unionist Party,NI,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.017817,County,3.057429,0.978547,0.727179,0.001124,0.001475,0,0.002661,0,0.248757,0.210637,0.316189,0.248644
3909,Pamela Nash,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.098708,County,3.478419,0.953626,0.514216,0.00121,0.001221,0.000236,0.018873,0.001764,0.404056,0.203939,0.24795,0.267497
3912,Richard Fuller,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.068662,County,2.598452,0.895871,0.478569,0.00356,0.008732,0.001852,0.015458,0.008444,0.423482,0.136878,0.358172,0.151858
3914,Shabana Mahmood,F,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.040876,Borough,14.94685,0.223265,0.22275,0.005301,0.01795,0.000928,0.489382,0.023527,0.162434,0.245796,0.315809,0.14071
3924,Yasmin Qureshi,F,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.084688,Borough,8.046631,0.645941,0.408456,0.002218,0.019913,0.001158,0.250591,0.000866,0.268238,0.26419,0.235339,0.1872
3928,Nick Smith,M,Labour,Labour,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.173663,County,4.35331,0.97947,0.354591,0.001801,0.001028,0.000275,0.004036,0.00161,0.574307,0.28739,0.208546,0.255236
3935,Mel Stride,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.000809,County,2.46696,0.977749,0.477834,0.004111,0.00088,0.000891,0.00219,0.000215,0.440758,0.154272,0.350492,0.191398
3948,Rebecca Harris,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.045772,Borough,2.684273,0.948149,0.4868,0.002611,0.00485,0.007318,0.007843,0.000885,0.43437,0.239674,0.185045,0.177835
3952,Toby Perkins,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.151022,Borough,3.842659,0.953538,0.478657,0.002649,0.003614,0.000332,0.009513,0.001705,0.442299,0.198772,0.274374,0.2295
3957,Martin Vickers,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.044364,County,2.459813,0.971641,0.529216,0.002441,0.002837,0.000473,0.007136,0.001056,0.396607,0.200413,0.261065,0.189618
3966,Ian Murray,M,Labour,Labour,None,Abstain,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.243527,Borough,1.810223,0.843346,0.308967,0.005236,0.009882,0.003414,0.035373,0.001832,0.558662,0.084669,0.533116,0.188864
3969,Damian Hinds,M,Conservative,Con,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.018044,County,2.114189,0.960465,0.51586,0.003313,0.002686,0.001783,0.004777,0.000638,0.405642,0.126105,0.400679,0.156302
3973,Grahame Morris,M,Labour,Labour,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.094272,County,4.854065,0.980821,0.555743,0.001685,0.000837,0.000333,0.003359,0.002018,0.386003,0.261743,0.212205,0.25692
3991,Jesse Norman,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.017714,County,3.142374,0.962697,0.537142,0.003317,0.002591,0.000601,0.005421,0.000705,0.373763,0.189017,0.308463,0.184573
3997,Alec Shelbrooke,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.06521,County,1.535534,0.959052,0.587503,0.002699,0.003026,0.006785,0.00637,0.003518,0.333723,0.139232,0.40933,0.155056
4005,Bob Blackman,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible,Christian,Re-elected,0.152654,Borough,4.947422,0.364865,0.337757,0.00803,0.280082,0.043246,0.150912,0.005824,0.075587,0.208633,0.406865,0.120357
4008,Caroline Dinenage,F,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.082636,Borough,3.096237,0.955647,0.459178,0.003168,0.002534,0.000499,0.005266,0.000415,0.470656,0.169186,0.263758,0.201143
4018,Helen Grant,F,Conservative,Con,Christian,No,TBC,No,Yes,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.021897,County,3.466436,0.874641,0.480225,0.009359,0.019196,0.001011,0.023158,0.001719,0.399314,0.164866,0.310715,0.153669
4020,George Freeman,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.040591,County,2.182092,0.968436,0.502999,0.002662,0.001435,0.001102,0.004377,0.000405,0.418369,0.20726,0.245362,0.197889
4026,Liz Kendall,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.118445,Borough,7.060866,0.633902,0.372157,0.003645,0.073477,0.000408,0.104768,0.028214,0.349202,0.248238,0.264708,0.171132
4029,Lilian Greenwood,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.160205,Borough,4.557124,0.691358,0.344032,0.005139,0.021671,0.004627,0.10179,0.014466,0.424846,0.168368,0.27448,0.181559
4030,Karl Turner,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.055485,Borough,6.214627,0.961183,0.383777,0.002324,0.002489,0.000504,0.011505,0.000746,0.536336,0.268969,0.186062,0.209522
4031,Rachel Reeves,F,Labour,Labour,Christian,Yes,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.176854,Borough,5.329582,0.845885,0.404175,0.003127,0.008776,0.001737,0.057778,0.016142,0.451549,0.202435,0.308558,0.180391
4032,Stuart Andrew,M,Conservative,Con,Christian,No,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.037241,County,2.380037,0.942741,0.506614,0.003758,0.005219,0.001015,0.008256,0.002666,0.410431,0.152349,0.338076,0.159868
4038,Heidi Alexander,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.13236,Borough,3.952033,0.749235,0.468174,0.009317,0.035931,0.000407,0.036391,0.006857,0.378855,0.177623,0.284993,0.154744
4040,Chris Evans,M,Labour (Co-op),Labour,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.088358,County,3.392697,0.975138,0.369855,0.001826,0.001743,0.000477,0.003445,0.001007,0.560437,0.225753,0.27318,0.227118
4046,Bridget Phillipson,F,Labour,Labour,Catholic,No,TBC,No,No,1,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.091385,County,4.441126,0.974852,0.548078,0.001374,0.000956,0.000309,0.003684,0.002668,0.397252,0.234194,0.230621,0.239374
4048,Caroline Nokes,F,Conservative,Con,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.030485,County,2.267082,0.888879,0.494514,0.004665,0.008549,0.001176,0.027391,0.010547,0.385417,0.136886,0.377343,0.157352
4051,John Glen,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.053021,County,2.434495,0.942819,0.532078,0.0044,0.004573,0.000746,0.008756,0.000584,0.382957,0.140136,0.384392,0.174228
4056,Nicholas Dakin,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.047959,County,4.711561,0.920836,0.502551,0.002418,0.003006,0.000284,0.037468,0.004931,0.390583,0.234116,0.219203,0.198945
4061,Bill Esterson,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.24611,County,2.250343,0.96962,0.68816,0.001608,0.003095,0.001101,0.004384,0.000441,0.24976,0.159706,0.354407,0.193891
4066,Priti Patel,F,Conservative,Con,Hindu,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.065134,County,2.656906,0.944369,0.487415,0.003155,0.005079,0.001807,0.005938,0.000723,0.43442,0.177534,0.276328,0.167218
4074,Mark Garnier,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,New Testament,Christian,Re-elected,0.010501,County,3.526141,0.958803,0.533231,0.002303,0.00124,0.000413,0.010393,0.00252,0.386351,0.217814,0.260835,0.201354
4076,Valerie Vaz,F,Labour,Labour,Catholic,No,TBC,No,Yes,1,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.065563,Borough,9.220431,0.587154,0.380335,0.00173,0.023041,0.000239,0.218582,0.05163,0.264834,0.288767,0.232426,0.18955
4077,Emma Reynolds,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.062535,County,4.951124,0.64869,0.403827,0.005937,0.025469,0.001694,0.182194,0.0089,0.301455,0.162845,0.382897,0.130974
4082,Lisa Nandy,F,Labour,Labour,None,Yes,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.123153,County,4.415462,0.946845,0.637849,0.002479,0.003814,0.000248,0.014873,0.000458,0.289084,0.217001,0.267302,0.202927
4083,Alison McGovern,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.176691,Borough,5.421916,0.935396,0.528983,0.004019,0.004531,0.000673,0.018305,0.001593,0.385343,0.205679,0.279588,0.247782
