member_id,display_as,gender,party,party_simple,mp_final_relig,ass_suicide_2nd,ass_suicide_3rd,lgbt,ethnic_mp,relig_christian,relig_muslim,relig_jewish,relig_sikh,mp_swear,mp_swear_book,mp_inferred_relig,elected,majority,constituency_type,cen_claimant,cen_eth_white,cen_rel_christian,cen_rel_buddhist,cen_rel_hindu,cen_rel_jewish,cen_rel_muslim,cen_rel_sikh,cen_rel_no religion,cen_qual_none,cen_qual_grad,cen_disab_some
4610,Bambos Charalambous,M,Labour,Labour,Christian,Yes,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.197312,Borough,7.000983,0.583514,0.449366,0.009309,0.032645,0.019895,0.143876,0.004398,0.237266,0.201787,0.428317,0.136497
4612,Jamie Stone,M,Liberal Democrat,Lib Dem,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.140552,County,2.172863,0.980815,0.372385,0.002334,0.000844,0.000531,0.003615,0.000146,0.548064,0.175654,0.286329,0.249969
4613,Alex Burghart,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.079361,County,2.628896,0.89596,0.55343,0.003608,0.015186,0.008133,0.014666,0.005616,0.339374,0.164595,0.331411,0.142053
4616,Rosie Duffield,F,Independent,Independent,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.121608,County,3.470691,0.864426,0.451067,0.006926,0.010068,0.002228,0.023818,0.002051,0.419717,0.140351,0.363382,0.189177
4617,Matt Western,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.162686,County,2.790154,0.820432,0.417492,0.003802,0.030835,0.001991,0.016707,0.055252,0.408532,0.136253,0.445136,0.15339
4618,Liz Twist,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.158228,County,3.504702,0.978029,0.554974,0.001901,0.001005,0.000754,0.004316,0.001497,0.388713,0.185236,0.29158,0.21338
4620,Ellie Reeves,F,Labour,Labour,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.26514,Borough,5.865675,0.621593,0.395576,0.007249,0.011256,0.003946,0.052604,0.002651,0.449957,0.117295,0.575519,0.135902
4621,Darren Jones,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.209286,Borough,3.273283,0.856271,0.393014,0.004753,0.008334,0.003059,0.036475,0.003736,0.477083,0.141757,0.430576,0.17517
4623,Tonia Antoniazzi,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.151951,County,2.236268,0.957179,0.465247,0.003085,0.002576,0.000499,0.012466,0.000883,0.45059,0.154656,0.374493,0.207565
4630,Ben Lake,M,Plaid Cymru,Nats,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - Welsh,Christian,Re-elected,0.195389,County,3.175216,0.967149,0.470993,0.005084,0.001908,0.000853,0.005947,0.000416,0.429989,0.154119,0.351185,0.215717
4631,Sarah Jones,F,Labour,Labour,Christian,Yes,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.18264,Borough,8.534274,0.332963,0.481066,0.006963,0.077533,0.001478,0.143368,0.004228,0.202428,0.17989,0.396859,0.134576
4632,Anna McMorrin,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.156829,Borough,2.412837,0.877602,0.446662,0.004047,0.011407,0.0018,0.041399,0.002237,0.429185,0.128269,0.443784,0.173861
4634,Christine Jardine,F,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.215322,Borough,1.986526,0.891948,0.343794,0.003492,0.020046,0.001766,0.026887,0.002223,0.534377,0.099584,0.482848,0.190975
4637,James Frith,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,New Testament,Christian,Elected,0.089385,Borough,5.302814,0.822418,0.520546,0.002472,0.003538,0.005496,0.122713,0.000989,0.294642,0.191402,0.307179,0.185694
4638,Tanmanjeet Singh Dhesi,M,Labour,Labour,Sikh,No,TBC,No,Yes,0,0,0,1,Oath,No text,None,Re-elected,0.044861,Borough,6.647554,0.350625,0.311534,0.004646,0.074717,0.000509,0.310531,0.11357,0.126969,0.204114,0.348541,0.112337
4641,Alex Norris,M,Labour (Co-op),Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.127793,Borough,6.702134,0.725161,0.390129,0.003559,0.013003,0.000726,0.07604,0.014373,0.438067,0.248656,0.241667,0.203139
4645,Emma Hardy,F,Labour,Labour,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.122577,Borough,5.139378,0.922259,0.444408,0.002601,0.002696,0.000743,0.03165,0.001296,0.449448,0.220601,0.255823,0.189076
4647,Julia Lopez,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.025756,Borough,4.220306,0.799041,0.536475,0.004176,0.022732,0.003832,0.040042,0.015496,0.319552,0.197481,0.293112,0.151352
4651,Dan Carden,M,Labour,Labour,Catholic,Abstain,TBC,Yes,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.292064,Borough,6.209261,0.921672,0.671193,0.003328,0.004065,0.001051,0.014315,0.000471,0.257577,0.267206,0.2292,0.239551
4653,Stephen Morgan,M,Labour,Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.178467,Borough,5.65407,0.805266,0.368888,0.006471,0.010355,0.001168,0.069816,0.00267,0.459164,0.154177,0.329787,0.176444
4654,Matt Rodda,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.171698,Borough,4.566059,0.658199,0.38788,0.017071,0.058856,0.002158,0.092449,0.006705,0.355611,0.139072,0.451859,0.129299
4656,Layla Moran,F,Liberal Democrat,Lib Dem,None,Yes,TBC,Yes,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.213225,County,1.920011,0.825969,0.416994,0.007886,0.012648,0.007594,0.029258,0.00239,0.423656,0.094745,0.49711,0.143295
4657,Anneliese Dodds,F,Labour (Co-op),Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.201336,Borough,3.332489,0.686554,0.401725,0.007194,0.016389,0.003993,0.105052,0.00395,0.36566,0.156593,0.452529,0.147643
4658,Alex Sobel,M,Labour (Co-op),Labour,Jewish,Abstain,TBC,No,No,0,0,1,0,Affirm,No text,None,Re-elected,0.11937,Borough,3.953516,0.710533,0.290593,0.005632,0.016387,0.006863,0.099378,0.00708,0.478808,0.098828,0.390914,0.160142
4667,Mike Amesbury,M,Independent,Independent,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.207568,County,4.15857,0.965116,0.542922,0.002534,0.001815,0.000655,0.006056,0.00058,0.392871,0.190805,0.287737,0.214506
4671,Afzal Khan,M,Labour,Labour,Muslim,Abstain,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.113417,Borough,7.844935,0.407887,0.255813,0.006868,0.016916,0.002196,0.337086,0.005503,0.296251,0.160495,0.369808,0.160091
4673,Jo Platt,F,Labour (Co-op),Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.111043,Borough,4.28925,0.939673,0.597022,0.002746,0.00281,0.000287,0.014717,0.000471,0.329867,0.209977,0.252484,0.203476
4676,Marsha De Cordova,F,Labour,Labour,Christian,No,TBC,No,Yes,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.16531,Borough,3.851639,0.679003,0.435973,0.006309,0.012039,0.004876,0.085611,0.002397,0.373833,0.092373,0.652212,0.10577
4679,Neil O'Brien,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.030853,County,2.75204,0.752968,0.408483,0.003225,0.067569,0.001657,0.068309,0.048547,0.341258,0.162977,0.353393,0.165953
4682,Luke Pollard,M,Labour (Co-op),Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.176968,Borough,4.351968,0.901764,0.373878,0.005624,0.004703,0.001052,0.023718,0.000587,0.515532,0.155859,0.309418,0.220192
4698,Janet Daby,F,Labour,Labour,None,Yes,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.246293,Borough,7.868466,0.487094,0.489534,0.008064,0.031487,0.001749,0.074808,0.002773,0.311819,0.175691,0.426274,0.150778
4716,Ruth Jones,F,Labour,Labour,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.117015,County,3.137154,0.936164,0.41538,0.002786,0.003711,0.00064,0.017856,0.002766,0.49778,0.202203,0.311658,0.209275
4735,Stephen Flynn,M,Scottish National Party,Nats,None,Abstain,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.048598,Borough,2.918802,0.855167,0.315062,0.005184,0.013162,0.000821,0.028795,0.000776,0.569186,0.097236,0.441732,0.181719
4736,Dave Doogan,M,Scottish National Party,Nats,Catholic,Abstain,TBC,No,No,1,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.063521,County,2.499628,0.97949,0.38442,0.001786,0.000811,0.000369,0.003982,0.000195,0.542964,0.166065,0.30589,0.246962
4739,Jerome Mayhew,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.009354,County,2.373424,0.973125,0.493978,0.002861,0.001607,0.001254,0.002582,0.000525,0.431829,0.179441,0.274,0.189919
4742,Stuart Anderson,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.02118,County,2.586125,0.977166,0.588355,0.002749,0.000685,0.000484,0.003002,0.001959,0.338782,0.177631,0.331699,0.191203
4743,Lee Anderson,M,Reform UK,Reform UK,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.079908,County,4.051836,0.957388,0.420581,0.001852,0.003241,0.000305,0.006293,0.002105,0.502489,0.244093,0.208212,0.224919
4747,Tahir Ali,M,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Affirm,No text,None,Re-elected,0.073516,Borough,12.29272,0.295987,0.189253,0.002592,0.028099,0.001671,0.544221,0.026624,0.145876,0.249855,0.330568,0.161179
4753,Mary Kelly Foy,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - Unclear,Christian,Re-elected,0.16657,County,2.481476,0.922742,0.508477,0.00447,0.005185,0.00142,0.013448,0.001331,0.392507,0.158043,0.327816,0.204001
4759,Joy Morrissey,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.074982,County,2.46952,0.795908,0.482518,0.004748,0.034155,0.003866,0.03627,0.054182,0.320977,0.137964,0.426028,0.1327
4764,Bell Ribeiro-Addy,F,Labour,Labour,Christian,No,TBC,No,Yes,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.21663,Borough,5.546076,0.586692,0.432516,0.007048,0.006896,0.004524,0.068865,0.001505,0.39795,0.117836,0.602935,0.125081
4765,Wendy Chamberlain,F,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.193214,County,2.242542,0.950852,0.360043,0.003695,0.002698,0.001766,0.006566,0.000834,0.550987,0.124254,0.364947,0.240424
4769,Daisy Cooper,F,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.272674,County,2.989503,0.806045,0.447545,0.005557,0.021271,0.01887,0.061805,0.003386,0.373974,0.10951,0.517248,0.131658
4776,Munira Wilson,F,Liberal Democrat,Lib Dem,Christian,No,TBC,No,Yes,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.28617,Borough,2.842824,0.811629,0.446686,0.007248,0.022202,0.004137,0.041673,0.012717,0.393488,0.094413,0.582314,0.123371
4777,Sarah Owen,F,Labour,Labour,None,Yes,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.100313,Borough,6.575335,0.443298,0.387655,0.002644,0.036137,0.001028,0.325455,0.013727,0.172416,0.218981,0.299545,0.143732
4778,Greg Smith,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.077649,County,1.72088,0.906879,0.515609,0.005634,0.014438,0.00317,0.016238,0.00272,0.377701,0.114887,0.431389,0.132765
4779,Taiwo Owatemi,F,Labour,Labour,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.148915,Borough,5.347868,0.74966,0.470133,0.002777,0.029359,0.000503,0.072895,0.041085,0.321686,0.193837,0.2964,0.173287
4780,Laura Trott,F,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.073805,County,2.165599,0.912532,0.51714,0.00378,0.00756,0.00185,0.010927,0.002483,0.393651,0.158471,0.375352,0.148875
4781,Luke Evans,M,Conservative,Con,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.070779,County,2.636008,0.949717,0.504019,0.002283,0.008128,0.000325,0.006484,0.005317,0.415814,0.18407,0.293764,0.177458
4783,Kate Osborne,F,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.127561,Borough,5.07145,0.958092,0.538713,0.001524,0.001534,0.00033,0.014226,0.001854,0.395358,0.223581,0.236048,0.232415
4785,Ben Spencer,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.103614,County,2.597422,0.854789,0.53406,0.00507,0.018613,0.003402,0.024004,0.009066,0.339136,0.141444,0.409475,0.135731
4786,Zarah Sultana,F,Independent,Independent,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.133815,Borough,5.372699,0.613559,0.405864,0.005654,0.051325,0.000952,0.100938,0.053513,0.301477,0.149289,0.354686,0.151697
4787,James Wild,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.066573,County,3.098054,0.950136,0.532842,0.00322,0.003657,0.000921,0.005965,0.000941,0.384394,0.234683,0.23488,0.203752
4788,Fleur Anderson,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.171808,Borough,4.533164,0.689364,0.437378,0.008795,0.014616,0.00663,0.106506,0.002695,0.342074,0.101828,0.6089,0.117921
4790,Apsana Begum,F,Independent,Independent,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.149318,Borough,6.860633,0.401256,0.252763,0.010995,0.031022,0.003636,0.35862,0.003218,0.261182,0.14298,0.539575,0.11657
4797,James Murray,M,Labour (Co-op),Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.167322,Borough,7.932954,0.432052,0.428583,0.012915,0.098172,0.001863,0.203466,0.029729,0.151672,0.192715,0.390364,0.125199
4798,Gareth Bacon,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.071797,Borough,3.527566,0.783067,0.495892,0.006526,0.041505,0.002138,0.025247,0.003655,0.361767,0.159694,0.372419,0.150433
4799,Charlotte Nichols,F,Labour,Labour,Jewish,Yes,TBC,Yes,No,0,0,1,0,Oath,Hebrew Bible,Other Religion,Re-elected,0.130168,County,3.097054,0.945397,0.568338,0.002525,0.004232,0.000838,0.014217,0.001438,0.350986,0.187728,0.282404,0.195613
4803,Paul Holmes,M,Conservative,Con,Christian,No,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.060419,County,1.943608,0.949262,0.480008,0.003048,0.005441,0.000615,0.005695,0.002012,0.443825,0.120451,0.354996,0.149985
4804,Gagan Mohindra,M,Conservative,Con,Hindu,No,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.062116,County,2.859329,0.778799,0.477453,0.00528,0.079337,0.015496,0.035797,0.008732,0.31248,0.133511,0.426357,0.135848
4805,Alicia Kearns,F,Conservative,Con,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.144838,County,2.139747,0.928703,0.545278,0.002876,0.01475,0.001157,0.009688,0.008627,0.359805,0.139933,0.371596,0.160742
4806,Claire Coutinho,F,Conservative,Con,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.101627,County,2.630788,0.886391,0.507891,0.003842,0.012051,0.001745,0.015469,0.001059,0.390297,0.13821,0.373072,0.148984
4811,Navendu Mishra,M,Labour,Labour,None,Abstain,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.199264,Borough,4.94042,0.853156,0.431718,0.003186,0.00681,0.001583,0.063628,0.001183,0.435676,0.17946,0.353873,0.194813
4813,Richard Holden,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.00026,Borough,4.470218,0.872084,0.465834,0.003339,0.011693,0.002155,0.018575,0.001869,0.439997,0.20265,0.25553,0.164188
4818,Saqib Bhatti,M,Conservative,Con,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.062233,County,4.101549,0.856786,0.517832,0.002514,0.01927,0.001448,0.034517,0.017711,0.351916,0.18181,0.348124,0.180801
4820,Abena Oppong-Asare,F,Labour,Labour,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.207036,Borough,7.027183,0.461559,0.501537,0.019086,0.044084,0.001052,0.08782,0.02325,0.258244,0.199098,0.370375,0.144781
4822,Feryal Clark,F,Labour,Labour,None,No,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.161686,Borough,7.947344,0.52409,0.466963,0.004758,0.020766,0.005668,0.177203,0.002418,0.220045,0.229655,0.338075,0.142016
4824,Kim Johnson,F,Labour,Labour,None,Yes,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.207243,Borough,7.088938,0.741802,0.4706,0.005827,0.01235,0.001588,0.101064,0.001571,0.326635,0.216663,0.315306,0.214775
4827,Claire Hanna,F,Social Democratic & Labour Party,NI,None,Abstain,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.167307,Borough,2.709216,0.89165,0.662127,0.00261,0.014304,0,0.022091,0,0.267944,0.143089,0.481933,0.193584
4828,Paula Barker,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.230997,Borough,6.764558,0.781449,0.494418,0.005587,0.008039,0.006842,0.082953,0.002044,0.327471,0.179343,0.369816,0.192081
4831,Ian Byrne,M,Independent,Independent,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.292032,Borough,6.328116,0.900789,0.658242,0.003001,0.004389,0.001172,0.023937,0.000822,0.255188,0.25013,0.262773,0.227031
4844,Matt Vickers,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.029763,County,2.174111,0.932782,0.557892,0.00266,0.006032,0.000285,0.024162,0.005135,0.355236,0.134334,0.36785,0.160605
4846,Colum Eastwood,M,Social Democratic & Labour Party,NI,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.056683,County,6.44947,0.973136,0.880255,0.000647,0.002055,0,0.004018,0,0.092912,0.27033,0.311192,0.276604
4849,Alex Davies-Jones,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.110624,County,2.97675,0.95757,0.367996,0.003036,0.00281,0.000296,0.007926,0.001222,0.554113,0.219677,0.292479,0.218476
4850,Gareth Davies,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.06135,County,3.161293,0.955957,0.551483,0.002873,0.007192,0.000799,0.005746,0.000769,0.368694,0.179553,0.282713,0.186562
4853,Neil Hudson,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.078666,County,3.294136,0.811802,0.482892,0.004239,0.025825,0.037208,0.042207,0.016255,0.323166,0.183705,0.343236,0.140177
4857,Carla Lockhart,F,Democratic Unionist Party,NI,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.091152,County,3.433339,0.958202,0.80902,0.00059,0.001016,0,0.006228,0,0.163243,0.263402,0.290929,0.231205
4858,Danny Kruger,M,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.06361,County,2.272511,0.918592,0.51837,0.007344,0.010319,0.00087,0.006049,0.000988,0.390149,0.139084,0.331264,0.149245
4860,Kieran Mullan,M,Conservative,Con,None,No,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.036802,County,3.226556,0.956267,0.509376,0.003187,0.002435,0.001571,0.005768,0.00018,0.405795,0.184853,0.297565,0.21495
4861,Robbie Moore,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.021851,County,5.328737,0.801658,0.421534,0.002023,0.002455,0.000574,0.157396,0.001268,0.35643,0.195318,0.319601,0.175518
4864,Olivia Blake,F,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.112332,County,1.845487,0.881461,0.42227,0.003894,0.010735,0.002227,0.036475,0.002399,0.456701,0.091584,0.509043,0.159096
4869,Nadia Whittome,F,Labour,Labour,Sikh,Yes,TBC,Yes,Yes,0,0,0,1,Affirm,No text,None,Re-elected,0.218488,Borough,7.604649,0.602275,0.322071,0.006365,0.015134,0.003019,0.168635,0.010302,0.382286,0.171782,0.338158,0.173655
4870,Florence Eshalomi,F,Labour (Co-op),Labour,Christian,No,TBC,No,Yes,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.194926,Borough,6.695312,0.489659,0.452961,0.010181,0.008487,0.004249,0.095327,0.001539,0.345653,0.146352,0.532877,0.140125
4871,Christian Wakeford,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.124273,Borough,4.637699,0.82936,0.420852,0.002876,0.005041,0.157667,0.073737,0.005219,0.269912,0.18654,0.334395,0.177474
4872,David Simmonds,M,Conservative,Con,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.105757,Borough,3.101199,0.553509,0.396259,0.009472,0.179396,0.027254,0.092847,0.016441,0.199251,0.1305,0.489365,0.132759
4873,Rachel Hopkins,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.088706,County,8.278049,0.513935,0.387955,0.003142,0.027223,0.001636,0.297314,0.011968,0.200981,0.231265,0.299452,0.133968
4874,Andrew Griffith,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.155626,County,2.390661,0.967863,0.542397,0.003663,0.001914,0.002212,0.002634,0.00037,0.381596,0.141281,0.374466,0.159534
4918,Sarah Green,F,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.072788,County,2.400398,0.819956,0.485347,0.005502,0.043478,0.005199,0.042449,0.019513,0.334915,0.117726,0.473176,0.130526
4923,Kim Leadbeater,F,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.085185,Borough,4.121037,0.883435,0.472564,0.001861,0.00411,0.000494,0.073666,0.003364,0.388397,0.201125,0.277627,0.176281
4932,Louie French,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.048471,Borough,2.571796,0.801515,0.490711,0.008349,0.033396,0.001157,0.03207,0.011386,0.360026,0.171932,0.309274,0.143188
4934,Helen Morgan,F,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.197375,County,2.86002,0.974422,0.570718,0.00215,0.001298,0.000476,0.004339,0.001199,0.358806,0.177701,0.299042,0.187938
4938,Paulette Hamilton,F,Labour,Labour,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.090611,Borough,10.99415,0.630769,0.458236,0.003763,0.011354,0.000707,0.142178,0.011387,0.305609,0.265724,0.241766,0.202034
4942,Richard Foord,M,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.088698,County,2.063033,0.974135,0.510129,0.003764,0.000862,0.00108,0.003589,0.000338,0.407891,0.160667,0.32372,0.196913
4943,Simon Lightwood,M,Labour (Co-op),Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.124502,Borough,4.781686,0.863575,0.458488,0.002848,0.007451,0.00066,0.076507,0.001999,0.392166,0.226027,0.271022,0.188052
4976,Samantha Dixon,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.169052,County,3.157877,0.932764,0.510886,0.003545,0.007324,0.000722,0.017664,0.000786,0.393005,0.145592,0.392724,0.189321
4979,Andrew Western,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.214895,Borough,4.790373,0.734844,0.463427,0.003498,0.007045,0.001877,0.125305,0.01473,0.329495,0.1715,0.356718,0.18138
4981,Ashley Dalton,F,Labour,Labour,Catholic,No,TBC,Yes,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.18392,County,3.218616,0.967344,0.606991,0.00231,0.00231,0.000617,0.00457,0.000906,0.322597,0.178137,0.2967,0.195068
4993,Keir Mather,M,Labour,Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.130633,County,2.43422,0.975447,0.534138,0.001923,0.001249,0.000932,0.002914,0.001051,0.40047,0.168937,0.304287,0.167425
4995,Sarah Dyke,F,Liberal Democrat,Lib Dem,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.09023,County,2.437188,0.972556,0.51387,0.004078,0.001718,0.000826,0.003327,0.000261,0.397203,0.158064,0.32208,0.180866
4998,Michael Shanks,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - New English,Christian,Re-elected,0.120635,Borough,3.373853,0.9393,0.486621,0.001398,0.00383,0.000448,0.025765,0.002358,0.416099,0.195015,0.291871,0.25283
5000,Alistair Strathern,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.10687,County,2.331849,0.880498,0.436276,0.004032,0.011133,0.00231,0.015124,0.015216,0.454318,0.128474,0.40491,0.146867
5001,Sarah Edwards,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.018413,County,3.271217,0.946967,0.50281,0.002431,0.004473,0.000309,0.006496,0.007821,0.42201,0.206702,0.246766,0.180576
